t,x,y,z
51.375,-0.0105057,0.348763,-0.975688
51.4375,-0.0312606,0.396074,-0.97565
51.4375,0.0586587,0.343022,-0.827182
51.4375,0.0409195,0.387838,-0.955323
51.4375,0.0624701,0.396154,-1.02479
51.4375,0.117919,0.300009,-0.822118
51.4375,0.000983953,0.338199,-0.894187
51.5,-0.0660048,0.378759,-1.05701
51.5,0.0998756,0.236758,-0.865053
51.5,0.0633113,0.282279,-0.961394
51.5,0.0507587,0.34542,-1.09853
51.5,0.176146,0.230839,-0.837392
51.5,0.0315219,0.310069,-0.87513
51.5625,-0.051355,0.351196,-1.0202
51.5625,0.141204,0.179208,-0.907663
51.5625,0.143494,0.164546,-0.975065
51.5625,0.03377,0.261036,-1.13458
51.5625,0.087661,0.239572,-0.995668
51.5625,0.0735547,0.291395,-0.888506
51.625,-0.0263509,0.429329,-0.999554
51.625,0.11841,0.332299,-0.88872
51.625,0.149176,0.246005,-0.860801
51.625,-0.0457916,0.33836,-1.13071
51.625,0.0163818,0.229296,-1.02668
51.625,0.0855679,0.188341,-0.931111
51.6875,-0.0236741,0.383476,-1.13172
51.6875,0.118842,0.316251,-0.914538
51.6875,0.160089,0.289613,-0.827892
51.6875,-0.0296739,0.403699,-1.04097
51.6875,0.0320778,0.281684,-0.942812
51.6875,0.0845283,0.209824,-0.965863
51.6875,0.0437158,0.279278,-1.11734
51.75,0.0913513,0.239,-0.926629
51.75,0.0179437,0.32167,-0.921319
51.75,-0.0331526,0.405662,-0.972802
51.75,0.0560401,0.356887,-0.849412
51.75,0.0960064,0.342308,-0.94017
51.75,0.136547,0.303632,-1.04468
51.8125,0.105468,0.259247,-0.967997
51.8125,-0.0357378,0.300189,-0.942965
51.8125,-0.0796912,0.316518,-0.942635
51.8125,0.00348732,0.283402,-0.924252
51.8125,0.0773262,0.311461,-1.01462
51.8125,0.172817,0.302919,-1.00963
51.875,0.167508,0.28412,-0.917555
51.875,-0.00396982,0.331926,-0.90919
51.875,-0.100663,0.294506,-0.902063
51.875,-0.0514249,0.216188,-0.997875
51.875,0.0203811,0.207599,-1.11457
51.875,0.114139,0.231496,-1.05473
51.9375,0.130419,0.290089,-0.920464
51.9375,-0.0196806,0.402905,-0.889988
51.9375,-0.119756,0.429393,-0.918595
51.9375,-0.0161604,0.28282,-0.893511
51.9375,0.0324163,0.225388,-1.06456
51.9375,0.0782091,0.199997,-1.14657
51.9375,0.129373,0.167195,-0.995468
52,0.00273928,0.292542,-0.938902
52,-0.122057,0.427687,-0.947356
52,-0.0259551,0.368184,-0.835589
52,0.102503,0.270418,-0.864188
52,0.0891714,0.264043,-1.0775
52,0.105059,0.189919,-1.05058
52.0625,0.0526156,0.203105,-0.932713
52.0625,-0.115202,0.370124,-0.952823
52.0625,-0.0658611,0.393338,-0.884234
52.0625,0.127965,0.284283,-0.767178
52.0625,0.0930402,0.322194,-1.00321
52.0625,0.0966441,0.261516,-1.06648
52.125,0.0991941,0.174516,-0.900337
52.125,-0.109979,0.342546,-1.00161
52.125,-0.09484,0.356025,-0.940889
52.125,0.0665264,0.275918,-0.840435
52.125,0.089668,0.306221,-0.973531
52.125,0.0980395,0.293484,-1.04551
52.1875,0.104573,0.226973,-0.94929
52.1875,-0.0173656,0.254311,-0.913972
52.1875,-0.110681,0.284605,-0.962826
52.1875,-0.0312629,0.254043,-0.981998
52.1875,0.0671278,0.234313,-0.975367
52.1875,0.117172,0.249836,-0.956738
52.25,0.0525172,0.306558,-0.966461
52.25,-0.045995,0.352552,-0.967657
52.25,-0.0672983,0.335923,-0.936884
52.25,0.0211845,0.251161,-0.899518
52.25,0.0360411,0.234243,-0.945159
52.25,-0.0159403,0.29732,-1.05582
52.25,0.00264007,0.263385,-0.932459
52.3125,-0.0590274,0.326977,-0.947326
52.3125,-0.076203,0.342243,-0.911658
52.3125,0.0016541,0.281847,-0.851982
52.3125,-0.0512184,0.343319,-1.02817
52.3125,0.0183193,0.274057,-0.992334
52.3125,0.0307111,0.218664,-0.885649
52.375,-0.150997,0.381745,-1.06248
52.375,-0.136123,0.371562,-0.935089
52.375,-0.0767659,0.338694,-0.849155
52.375,-0.091607,0.396291,-1.02247
52.375,-0.00345203,0.326293,-1.00236
52.375,0.0125952,0.272404,-0.920743
52.4375,-0.0986014,0.335649,-1.04031
52.4375,-0.105574,0.304148,-0.990032
52.4375,-0.100737,0.299591,-0.888446
52.4375,-0.153632,0.41174,-0.986521
52.4375,-0.0487847,0.354682,-0.926847
52.4375,0.0067385,0.287352,-0.903202
52.5,-0.0767919,0.304401,-1.01425
52.5,-0.0893044,0.259242,-0.995772
52.5,-0.139406,0.295393,-0.985503
52.5,-0.164277,0.372436,-0.979985
52.5,-0.0932782,0.391124,-0.94218
52.5,-0.00616172,0.364763,-0.892457
52.5625,-0.0169073,0.345553,-0.930343
52.5625,-0.0601664,0.335568,-1.05115
52.5625,-0.0753501,0.275463,-0.976513
52.5625,-0.12177,0.281427,-0.926118
52.5625,-0.146623,0.33203,-0.99048
52.5625,-0.0573386,0.287637,-0.882132
52.5625,-0.0364627,0.322821,-0.905312
52.625,-0.045082,0.352683,-1.00196
52.625,0.0358209,0.21279,-0.831315
52.625,-0.127014,0.307157,-0.953451
52.625,-0.186883,0.348412,-1.00986
52.625,-0.050421,0.224502,-0.817383
52.625,-0.067992,0.30906,-0.943665
52.6875,-0.0425584,0.326668,-0.966855
52.6875,0.0507048,0.229661,-0.824091
52.6875,-0.0562899,0.296126,-0.93488
52.6875,-0.113555,0.30384,-0.996821
52.6875,-0.0363565,0.195951,-0.865152
52.6875,-0.0747528,0.294936,-0.971428
52.75,-0.0750934,0.353523,-0.949809
52.75,0.0311839,0.264861,-0.786164
52.75,-0.0335065,0.299099,-0.917682
52.75,-0.119613,0.33796,-1.08486
52.75,-0.0118765,0.187562,-0.941816
52.75,-0.0211474,0.226755,-0.968038
52.8125,-0.0866394,0.366854,-1.04309
52.8125,0.0172644,0.299057,-0.808803
52.8125,-0.0237068,0.329967,-0.850526
52.8125,-0.0950922,0.358683,-1.075
52.8125,0.00416547,0.150065,-0.937909
52.8125,-0.0496666,0.157663,-1.0081
52.875,-0.154931,0.292579,-1.06776
52.875,-0.0632607,0.267316,-0.819896
52.875,-0.0846692,0.356844,-0.84741
52.875,-0.0688873,0.367437,-0.991613
52.875,0.0388461,0.188422,-0.916167
52.875,-0.0268388,0.193638,-1.02179
52.875,-0.113526,0.226428,-1.0043
52.9375,-0.114948,0.23308,-0.841517
52.9375,-0.182529,0.394494,-0.9306
52.9375,-0.074288,0.373373,-0.92656
52.9375,0.107084,0.186478,-0.847374
52.9375,0.04481,0.183226,-1.04577
52.9375,-0.0796958,0.198593,-1.06467
53,-0.14321,0.203055,-0.90809
53,-0.209345,0.333361,-0.925076
53,-0.117245,0.316536,-0.89327
53,0.0393205,0.213579,-0.894619
53,0.0401115,0.213479,-1.01736
53,-0.0413537,0.249018,-1.108
53.0625,-0.0952462,0.239757,-0.993115
53.0625,-0.146912,0.293796,-0.896242
53.0625,-0.182664,0.375119,-0.921937
53.0625,-0.0844876,0.334366,-0.929718
53.0625,0.0209486,0.250046,-0.935935
53.0625,0.00973757,0.233548,-1.02575
53.125,-0.0381056,0.205917,-0.987614
53.125,-0.116141,0.233812,-0.905864
53.125,-0.232743,0.343257,-0.952439
53.125,-0.163951,0.300972,-0.966968
53.125,-0.029026,0.181071,-0.913918
53.125,-0.00378972,0.20822,-1.02241
53.125,-0.00617073,0.224475,-0.981306
53.1875,-0.0418133,0.227459,-0.846759
53.1875,-0.175659,0.339492,-0.891525
53.1875,-0.190923,0.348613,-0.958809
53.1875,-0.0286399,0.180037,-0.87242
53.1875,-0.014186,0.203259,-1.03742
53.1875,0.0139927,0.19377,-0.999176
53.25,0.00992596,0.182798,-0.817128
53.25,-0.152845,0.367958,-0.991065
53.25,-0.103678,0.257187,-0.857929
53.25,-0.0653357,0.170592,-0.866578
53.25,-0.144427,0.266246,-1.14507
53.25,-0.0489869,0.21152,-1.04075
53.3125,0.00196044,0.235612,-0.850627
53.3125,-0.0796006,0.381644,-0.881686
53.3125,-0.102516,0.377345,-0.852778
53.3125,-0.116846,0.318516,-0.902887
53.3125,-0.1027,0.216816,-1.01848
53.3125,-0.0453068,0.083989,-0.985093
53.375,-0.121454,0.188814,-0.949346
53.375,-0.195443,0.34881,-0.873872
53.375,-0.178138,0.408458,-0.800908
53.375,-0.135115,0.36512,-0.821785
53.375,-0.077824,0.217963,-0.87465
53.375,-0.125598,0.151377,-1.0217
53.4375,-0.192262,0.133385,-1.01972
53.4375,-0.229575,0.178562,-0.87688
53.4375,-0.289611,0.355725,-0.856539
53.4375,-0.213239,0.372871,-0.767847
53.4375,-0.123865,0.266111,-0.764297
53.4375,-0.128518,0.187846,-1.04444
53.4375,-0.111064,0.0303341,-1.04313
53.5,-0.196654,0.0666348,-0.916102
53.5,-0.354172,0.305572,-0.946138
53.5,-0.348553,0.404726,-0.886025
53.5,-0.251849,0.380104,-0.817338
53.5,-0.163384,0.29253,-0.9221
53.5,-0.115217,0.198022,-1.05398
53.5625,-0.125454,0.11437,-0.892319
53.5625,-0.311788,0.270326,-0.896288
53.5625,-0.410231,0.359038,-0.915403
53.5625,-0.306069,0.257978,-0.784201
53.5625,-0.28572,0.278973,-0.933096
53.5625,-0.1699,0.173791,-1.01803
53.625,-0.08559,0.0524664,-0.89257
53.625,-0.245351,0.251696,-0.944485
53.625,-0.351601,0.398208,-0.908589
53.625,-0.271588,0.346367,-0.730589
53.625,-0.261074,0.3556,-0.746723
53.625,-0.26822,0.326243,-0.914219
53.6875,-0.188054,0.149825,-0.946711
53.6875,-0.196046,0.103769,-0.946593
53.6875,-0.286043,0.202682,-0.936146
53.6875,-0.320638,0.26559,-0.868195
53.6875,-0.318305,0.30692,-0.844012
53.6875,-0.292709,0.310382,-0.896264
53.75,-0.182977,0.170365,-0.882426
53.75,-0.170907,0.0986068,-0.947218
53.75,-0.262128,0.114158,-1.02158
53.75,-0.33117,0.141268,-0.984023
53.75,-0.371522,0.230337,-0.953373
53.75,-0.325735,0.286673,-0.948683
53.75,-0.174408,0.201921,-0.91313
53.8125,-0.0825411,0.0880187,-0.820897
53.8125,-0.203432,0.1619,-0.905842
53.8125,-0.323409,0.191806,-0.97629
53.8125,-0.342568,0.117789,-0.936386
53.8125,-0.33023,0.0916025,-0.965624
53.8125,-0.252295,0.0843107,-0.957135
53.875,-0.177571,0.130466,-0.880417
53.875,-0.198488,0.244657,-0.920639
53.875,-0.165614,0.182569,-0.860399
53.875,-0.170732,0.0893007,-0.822074
53.875,-0.315839,0.141256,-0.956241
53.875,-0.320133,0.0784049,-0.927258
53.9375,-0.275593,0.0649244,-0.920318
53.9375,-0.239277,0.135631,-0.900723
53.9375,-0.125234,0.103401,-0.802996
53.9375,-0.138665,0.104697,-0.887959
53.9375,-0.181417,0.0894565,-0.92418
53.9375,-0.220905,0.0512235,-0.825588
54,-0.316572,0.110631,-0.890703
54,-0.327138,0.140514,-0.915057
54,-0.242279,0.108285,-0.856794
54,-0.161073,0.0999092,-0.920631
54,-0.102721,0.0674476,-0.951703
54,-0.103237,0.0627418,-0.88325
54.0625,-0.226708,0.15282,-0.864997
54.0625,-0.332363,0.234216,-0.96222
54.0625,-0.264855,0.120494,-0.857263
54.0625,-0.188074,0.083814,-0.874
54.0625,-0.165642,0.14088,-0.991497
54.0625,-0.122298,0.104501,-0.910071
54.0625,-0.189497,0.161108,-0.877203
54.125,-0.298543,0.255944,-0.939859
54.125,-0.287761,0.19315,-0.920037
54.125,-0.220941,0.0995428,-0.872926
54.125,-0.219896,0.129124,-0.911617
54.125,-0.228433,0.160243,-0.903668
54.125,-0.255335,0.18979,-0.955984
54.1875,-0.242486,0.145686,-0.891806
54.1875,-0.217464,0.0815555,-0.821645
54.1875,-0.28919,0.140029,-1.0382
54.1875,-0.242382,0.0646232,-0.945451
54.1875,-0.239963,0.0886669,-0.864992
54.1875,-0.30679,0.21355,-0.970513
54.25,-0.294999,0.20346,-0.906838
54.25,-0.272973,0.2223,-0.975198
54.25,-0.20953,0.18842,-0.922105
54.25,-0.198026,0.181989,-0.916775
54.25,-0.231235,0.189875,-0.959806
54.25,-0.269743,0.186401,-0.899663
54.3125,-0.333673,0.242019,-0.961758
54.3125,-0.285974,0.166495,-0.92615
54.3125,-0.244171,0.14601,-0.93522
54.3125,-0.242311,0.215101,-1.00505
54.3125,-0.177266,0.18679,-0.880928
54.3125,-0.197486,0.235969,-0.847925
54.3125,-0.292943,0.330683,-0.957382
54.375,-0.290217,0.240302,-0.894335
54.375,-0.291609,0.191079,-0.874833
54.375,-0.332384,0.279661,-1.01487
54.375,-0.258515,0.239766,-0.900339
54.375,-0.199278,0.222832,-0.827139
54.375,-0.250083,0.302921,-0.922206
54.4375,-0.27272,0.23893,-0.847257
54.4375,-0.313877,0.195905,-0.886928
54.4375,-0.361005,0.219113,-1.04012
54.4375,-0.280212,0.136744,-0.978667
54.4375,-0.18162,0.0911571,-0.83691
54.4375,-0.249447,0.293626,-0.924333
54.5,-0.300376,0.390005,-0.930459
54.5,-0.269021,0.248409,-0.799517
54.5,-0.33179,0.200571,-0.970449
54.5,-0.348785,0.142861,-1.03104
54.5,-0.285627,0.0816638,-0.881212
54.5,-0.318896,0.249328,-0.974052
54.5625,-0.296593,0.304839,-0.898723
54.5625,-0.249672,0.250163,-0.792637
54.5625,-0.311238,0.266449,-0.975249
54.5625,-0.305566,0.173155,-0.979104
54.5625,-0.293862,0.0897583,-0.872172
54.5625,-0.372689,0.185938,-0.989875
54.625,-0.370478,0.193922,-0.912588
54.625,-0.337903,0.209866,-0.813786
54.625,-0.372943,0.319689,-0.958449
54.625,-0.288075,0.207628,-0.889168
54.625,-0.234218,0.106146,-0.86074
54.625,-0.288908,0.138102,-0.974421
54.625,-0.324917,0.105233,-0.888638
54.6875,-0.390251,0.162947,-0.91873
54.6875,-0.425816,0.226191,-0.980245
54.6875,-0.325704,0.126699,-0.87995
54.6875,-0.250345,0.0950165,-0.88335
54.6875,-0.260321,0.17394,-0.956832
54.6875,-0.281963,0.21085,-0.966405
54.75,-0.302953,0.186456,-0.925622
54.75,-0.355255,0.198757,-0.962063
54.75,-0.358797,0.139276,-0.975327
54.75,-0.321357,0.0574564,-0.933686
54.75,-0.336512,0.14109,-1.02162
54.75,-0.304963,0.181496,-0.975993
54.8125,-0.249618,0.155721,-0.889825
54.8125,-0.266062,0.182053,-0.918241
54.8125,-0.298455,0.134469,-0.873158
54.8125,-0.368822,0.138038,-0.997028
54.8125,-0.387005,0.118078,-0.982693
54.8125,-0.365621,0.104931,-0.904969
54.875,-0.338496,0.150125,-1.02134
54.875,-0.268897,0.10973,-0.88368
54.875,-0.296247,0.199503,-0.914994
54.875,-0.325002,0.24723,-1.01203
54.875,-0.280699,0.122991,-0.861849
54.875,-0.346552,0.132315,-0.925752
54.9375,-0.392241,0.115415,-0.996991
54.9375,-0.348675,0.0532882,-0.934781
54.9375,-0.329843,0.1343,-1.01972
54.9375,-0.237082,0.0782195,-0.875147
54.9375,-0.201438,0.028869,-0.812532
54.9375,-0.319162,0.16089,-1.02594
54.9375,-0.364554,0.175508,-1.03444
55,-0.313276,0.0730966,-0.893658
55,-0.311561,0.0927687,-0.969754
55,-0.29678,0.0950153,-0.964
55,-0.279095,0.0772455,-0.888566
55,-0.307564,0.14855,-0.982832
55,-0.289379,0.1549,-0.945543
55.0625,-0.260057,0.101341,-0.888487
55.0625,-0.267971,0.0489281,-0.927678
55.0625,-0.313998,0.016184,-0.97606
55.0625,-0.362168,0.0523546,-1.03876
55.0625,-0.348384,0.0847257,-0.964931
55.0625,-0.302252,0.125683,-0.933004
55.125,-0.261034,0.102418,-0.897507
55.125,-0.250229,0.0405763,-0.867803
55.125,-0.308491,0.0747912,-0.990587
55.125,-0.337274,0.0827536,-1.00663
55.125,-0.306871,0.0362369,-0.926212
55.125,-0.299661,0.0449935,-0.927218
55.1875,-0.32569,0.0717835,-0.930199
55.1875,-0.330382,0.069168,-0.891208
55.1875,-0.336773,0.125956,-0.977074
55.1875,-0.302834,0.0825482,-0.970338
55.1875,-0.25732,-0.0529529,-0.909531
55.1875,-0.278892,-0.0637172,-0.990318
55.25,-0.328881,0.0522913,-1.01191
55.25,-0.345237,0.187018,-1.01893
55.25,-0.281882,0.167723,-0.924038
55.25,-0.266344,0.104663,-0.888988
55.25,-0.307398,0.0771429,-1.07096
55.25,-0.300032,-0.0351696,-0.985915
55.25,-0.323217,-0.00432566,-0.951839
55.3125,-0.348483,0.110568,-1.06512
55.3125,-0.286004,0.0373852,-0.918675
55.3125,-0.2892,0.0204279,-0.927584
55.3125,-0.330724,0.0259415,-1.04267
55.3125,-0.353179,-0.0131328,-1.00493
55.3125,-0.360159,0.0220314,-1.01611
55.375,-0.325874,0.060978,-0.983094
55.375,-0.286898,0.0539961,-0.885243
55.375,-0.29226,0.052541,-0.910385
55.375,-0.352765,0.0904233,-1.00625
55.375,-0.384447,0.0918008,-1.01639
55.375,-0.353386,0.055756,-1.01791
55.4375,-0.308562,0.00818005,-0.93578
55.4375,-0.296507,0.0130786,-0.918949
55.4375,-0.328647,0.0719226,-1.00109
55.4375,-0.342235,0.0719609,-0.928233
55.4375,-0.327403,0.0813872,-0.971776
55.4375,-0.303899,0.0402603,-1.00388
55.5,-0.268899,-0.0670144,-0.9015
55.5,-0.316075,0.000131965,-1.03394
55.5,-0.352616,0.0750174,-1.10268
55.5,-0.294802,0.0321884,-0.930525
55.5,-0.309129,0.0898176,-0.962403
55.5,-0.308535,0.0626166,-1.00306
55.5625,-0.300396,-0.0336714,-1.01288
55.5625,-0.330944,-0.0326317,-1.09179
55.5625,-0.327242,-0.0241371,-1.02465
55.5625,-0.336966,0.0086228,-0.976571
55.5625,-0.328116,0.0421509,-1.03763
55.5625,-0.303405,-0.00308993,-1.00825
55.5625,-0.277894,-0.0281619,-1.04121
55.625,-0.275614,-0.0154254,-0.975942
55.625,-0.299345,0.083385,-0.966429
55.625,-0.332915,0.175891,-1.02703
55.625,-0.291624,0.0876665,-0.933445
55.625,-0.29359,0.0380543,-0.955171
55.625,-0.312371,-0.00789067,-0.980599
55.6875,-0.316563,-0.01622,-0.989405
55.6875,-0.340001,0.0781149,-1.03619
55.6875,-0.299322,0.0510065,-0.887833
55.6875,-0.266362,0.0232497,-0.958716
55.6875,-0.264606,0.0137413,-1.06951
55.6875,-0.263601,-0.0452311,-0.903369
55.75,-0.297985,0.064462,-1.00498
55.75,-0.306752,0.119327,-0.9788
55.75,-0.278324,0.0866973,-0.828737
55.75,-0.272859,0.117626,-0.997455
55.75,-0.250366,0.0089737,-0.95951
55.75,-0.267096,-0.0432565,-0.912953
55.8125,-0.318803,0.0750891,-1.08918
55.8125,-0.29946,0.0743686,-0.958288
55.8125,-0.281697,0.098177,-0.878009
55.8125,-0.267117,0.124594,-1.01407
55.8125,-0.246551,0.0275171,-0.966392
55.8125,-0.280644,0.023735,-1.03191
55.8125,-0.311705,0.0441552,-1.02127
55.875,-0.34006,0.110544,-0.978788
55.875,-0.335418,0.160148,-0.985047
55.875,-0.324701,0.105973,-0.912419
55.875,-0.312272,0.073827,-1.05603
55.875,-0.29914,-0.0046798,-1.06527
55.875,-0.283824,-0.04567,-0.994678
55.9375,-0.291974,0.0436348,-1.04553
55.9375,-0.287975,0.0858142,-1.03486
55.9375,-0.272164,0.063144,-0.989443
55.9375,-0.280697,0.0209572,-0.933607
55.9375,-0.327132,0.0406743,-1.06716
55.9375,-0.345555,0.0179781,-1.08504
56,-0.336008,0.0301028,-1.03549
56,-0.309868,0.0750623,-1.03889
56,-0.254422,0.0506452,-0.968353
56,-0.245389,0.0779349,-1.0005
56,-0.262602,0.0701107,-0.977976
56,-0.302554,0.0730303,-0.984999
56.0625,-0.339375,0.0928558,-1.01155
56.0625,-0.339594,0.0697323,-0.932075
56.0625,-0.331293,0.0941591,-0.98821
56.0625,-0.292336,0.0515489,-0.949917
56.0625,-0.264815,0.0053008,-0.924315
56.0625,-0.275085,0.0157394,-1.03204
56.125,-0.280106,0.0118546,-1.00745
56.125,-0.29746,0.0870431,-0.957733
56.125,-0.3082,0.149983,-0.928556
56.125,-0.289152,0.125917,-0.994768
56.125,-0.261533,0.0406799,-1.01584
56.125,-0.275555,0.00954466,-1.03221
56.125,-0.300084,0.0202459,-1.08198
56.1875,-0.286164,0.046076,-1.07456
56.1875,-0.305519,0.133808,-0.998452
56.1875,-0.308918,0.188354,-0.966549
56.1875,-0.291476,0.141905,-1.02863
56.1875,-0.28829,0.080851,-1.10551
56.1875,-0.282913,0.00443368,-1.00886
56.25,-0.291318,0.0423149,-1.04325
56.25,-0.29431,0.0931029,-1.07956
56.25,-0.275742,0.0582367,-0.924439
56.25,-0.283025,0.0941987,-1.02744
56.25,-0.261578,0.0161988,-1.02656
56.25,-0.278422,-0.0235984,-0.998795
56.3125,-0.321848,0.0514881,-1.06201
56.3125,-0.31576,0.0283215,-0.970053
56.3125,-0.303788,0.0921645,-1.05958
56.3125,-0.270409,0.103773,-0.99233
56.3125,-0.251794,0.0904,-0.887011
56.3125,-0.269475,0.142823,-1.03171
56.375,-0.278937,0.063537,-0.97841
56.375,-0.296633,0.0476964,-1.01986
56.375,-0.289494,0.0673586,-1.10085
56.375,-0.260969,0.008784,-0.90439
56.375,-0.293242,0.0964427,-0.937563
56.375,-0.295044,0.142451,-1.07299
56.4375,-0.263213,0.0331638,-0.943871
56.4375,-0.270248,0.0587647,-0.997149
56.4375,-0.268643,0.0502227,-0.987021
56.4375,-0.269312,0.0268739,-0.980358
56.4375,-0.279025,0.0692144,-1.03971
56.4375,-0.276681,0.0933765,-1.00925
56.4375,-0.241492,0.083974,-0.981046
56.5,-0.233121,0.0934119,-0.98306
56.5,-0.243374,0.10382,-1.04123
56.5,-0.243443,0.0346017,-1.00987
56.5,-0.270137,0.0447099,-1.04795
56.5,-0.300095,0.0829116,-1.05058
56.5,-0.287663,0.0620271,-1.00273
56.5625,-0.264653,0.121096,-1.13589
56.5625,-0.244082,0.0647102,-0.963879
56.5625,-0.263974,0.105669,-1.00592
56.5625,-0.276728,0.103751,-1.08589
56.5625,-0.296294,0.030168,-0.995697
56.5625,-0.307368,0.0683423,-1.12583
56.625,-0.281822,0.0221828,-1.06245
56.625,-0.266601,0.0442597,-1.05633
56.625,-0.266908,0.118254,-1.06792
56.625,-0.248139,0.113395,-0.989473
56.625,-0.247902,0.123875,-1.04143
56.625,-0.264845,0.0587285,-1.02146
56.6875,-0.279243,0.0397174,-1.10749
56.6875,-0.281036,0.0554352,-1.13769
56.6875,-0.259541,0.071507,-1.03357
56.6875,-0.233144,0.112483,-0.994932
56.6875,-0.225403,0.127782,-1.03729
56.6875,-0.224863,0.0559194,-1.00514
56.75,-0.248627,0.0628316,-1.09055
56.75,-0.253759,0.0600052,-1.11419
56.75,-0.249473,0.0242023,-0.943372
56.75,-0.256792,0.130826,-1.03783
56.75,-0.239116,0.129362,-1.051
56.75,-0.19241,0.0499962,-0.965073
56.75,-0.204112,0.110151,-1.05642
56.8125,-0.222388,0.0538402,-0.94678
56.8125,-0.24337,0.0521125,-1.00512
56.8125,-0.261514,0.0882386,-1.08838
56.8125,-0.259526,0.0339391,-0.967187
56.8125,-0.230324,0.0394054,-0.997787
56.8125,-0.237862,0.0715329,-1.00636
56.875,-0.244457,0.0673754,-0.966502
56.875,-0.239002,0.0764156,-1.06815
56.875,-0.216323,0.01013,-1.02617
56.875,-0.223016,-0.000333846,-0.990969
56.875,-0.232853,0.0559994,-1.08439
56.875,-0.228133,0.0498978,-1.03857
56.9375,-0.21518,0.0989268,-1.05628
56.9375,-0.198916,0.110679,-1.02791
56.9375,-0.19146,0.0614365,-0.943359
56.9375,-0.213356,0.117219,-1.10161
56.9375,-0.219567,0.052792,-1.04443
56.9375,-0.216815,0.037643,-1.04312
57,-0.196818,0.084598,-1.13434
57,-0.175984,0.0368305,-0.982674
57,-0.180103,0.085068,-1.01454
57,-0.197247,0.106259,-1.07736
57,-0.210281,0.0140345,-0.957475
57,-0.239682,0.0725058,-1.10688
57,-0.232982,0.0372402,-1.08128
57.0625,-0.201765,0.00234227,-1.01514
57.0625,-0.195509,0.0853611,-1.09334
57.0625,-0.200373,0.0705047,-1.00421
57.0625,-0.213155,0.0712117,-1.04009
57.0625,-0.231904,0.0746314,-1.10101
57.0625,-0.244445,0.0193339,-1.02289
57.125,-0.22318,0.0427977,-1.11716
57.125,-0.203855,0.0138113,-1.04273
57.125,-0.211057,0.034576,-1.02131
57.125,-0.209756,0.0957741,-1.1299
57.125,-0.20929,0.0388035,-1.02881
57.125,-0.217543,0.0242005,-1.01586
57.1875,-0.212884,0.0369328,-1.09055
57.1875,-0.202995,0.0175509,-1.05377
57.1875,-0.205712,0.0601245,-1.06607
57.1875,-0.179069,0.0519443,-1.05534
57.1875,-0.177544,0.00906338,-0.967101
57.1875,-0.185043,0.0636933,-1.05062
57.25,-0.19363,0.0749237,-1.06056
57.25,-0.191091,0.0125131,-0.976359
57.25,-0.188474,0.0688578,-1.09575
57.25,-0.199085,0.0437152,-1.01477
57.25,-0.186797,0.0435824,-0.994404
57.25,-0.189711,0.0944369,-1.06974
57.3125,-0.180422,0.0503011,-0.982069
57.3125,-0.191383,0.0812845,-1.03392
57.3125,-0.188925,0.0678508,-1.05876
57.3125,-0.162748,0.0193755,-1.04084
57.3125,-0.157707,0.0538364,-1.10729
57.3125,-0.139314,0.0165187,-0.999595
57.3125,-0.145923,0.0583861,-1.05575
57.375,-0.136798,0.0842065,-1.10283
57.375,-0.119458,0.0354908,-0.997536
57.375,-0.105519,0.0829011,-1.09396
57.375,-0.0689013,0.0363149,-1.05208
57.375,-0.0752711,0.0274681,-1.02657
57.375,-0.0768336,0.0865399,-1.12286
57.4375,-0.0628333,0.0451279,-1.03694
57.4375,-0.053473,0.0686574,-1.04651
57.4375,-0.0466228,0.0772853,-1.03214
57.4375,-0.0262459,0.0599868,-1.03375
57.4375,-0.027364,0.0591815,-1.04454
57.4375,-0.0173943,0.0503351,-1.03425
57.5,-0.0109198,0.0571553,-1.0492
57.5,0.00951146,0.0377274,-1.01957
57.5,0.0223489,0.049455,-1.01934
57.5,0.0234555,0.0613394,-1.01845
57.5,0.0359128,0.0245454,-0.973384
57.5,0.0294589,0.0441791,-1.02097
57.5625,0.0150892,0.0578821,-1.02851
57.5625,0.0199272,0.0298684,-0.976884
57.5625,0.0162871,0.0611654,-1.01282
57.5625,0.0349579,0.0459585,-0.986373
57.5625,0.0545452,0.043823,-1.00496
57.5625,0.0538328,0.0324346,-0.978196
57.625,0.0553643,0.0543792,-1.00268
57.625,0.0187773,0.0730363,-0.988555
57.625,0.0198192,0.0493119,-0.9748
57.625,0.0125343,0.061775,-1.02488
57.625,-0.000738069,0.0364686,-0.979364
57.625,0.0107659,0.0465563,-1.02714
57.625,0.0114326,0.0485691,-1.03602
57.6875,0.0117258,0.0266547,-0.981195
57.6875,0.0132184,0.0480976,-1.01996
57.6875,0.0111812,0.0515905,-1.04529
57.6875,-0.00295341,0.010771,-0.956527
57.6875,-0.0121543,0.0556289,-1.04562
57.6875,-0.00497176,0.0512012,-1.07337
57.75,-0.0071432,-0.0139852,-0.944191
57.75,-0.0106764,0.0554622,-1.0712
57.75,-0.00369711,0.0589509,-1.07512
57.75,-0.0117712,0.0178939,-0.946147
57.75,-0.00951366,0.0824846,-1.06948
57.75,-0.00275786,0.0460436,-1.03544
57.8125,-0.00667474,0.0196122,-1.00897
57.8125,-0.00429046,0.0604826,-1.0787
57.8125,-0.00756516,0.0531325,-1.03344
57.8125,0.00307812,0.038625,-0.99927
57.8125,-0.00454988,0.0767927,-1.04802
